,CODGEO,TP6020
12706,33420,
12707,33421,
12708,33422,6.0
12709,33423,
12710,33424,10.0
12711,33425,
12712,33426,
12713,33427,
12714,33428,
12715,33429,
12716,33431,
12717,33432,
12718,33433,9.0
12719,33434,12.0
12720,33435,
12721,33436,
12722,33437,15.0
12723,33438,12.0
12724,33439,
12725,33440,
12726,33441,
12727,33442,
12728,33443,
12729,33444,
12730,33445,
12731,33446,
12732,33447,18.0
12733,33448,
12734,33449,7.0
12735,33450,
12736,33451,
12737,33452,
12738,33453,
12739,33454,
12740,33456,
12741,33457,
12742,33458,
12743,33459,
12744,33460,
12745,33461,
12746,33462,
12747,33463,
12748,33464,
12749,33465,
12750,33466,9.0
12751,33467,
12752,33468,
12753,33470,
12754,33471,
12755,33472,
12756,33473,13.0
12757,33474,
12758,33475,
12759,33476,
12760,33477,
12761,33478,19.0
12762,33479,
12763,33480,
12764,33481,
12765,33482,
12766,33483,8.0
12767,33484,
12768,33485,
12769,33486,
12770,33487,
12771,33488,
12772,33489,
12773,33490,
12774,33491,
12775,33492,17.0
12776,33493,
12777,33494,
12778,33496,7.0
12779,33498,6.0
12780,33499,
12781,33500,
12782,33501,
12783,33502,
12784,33503,
12785,33504,
12786,33505,
12787,33506,
12788,33507,
12789,33508,
12790,33509,
12791,33510,
12792,33511,
12793,33512,
12794,33513,
12795,33514,16.0
12796,33515,
12797,33516,
12798,33517,
12799,33518,
12800,33519,7.0
12801,33520,
12802,33521,
12803,33522,16.0
12804,33523,
12805,33524,
12806,33525,
12807,33526,
12808,33527,9.0
12809,33528,
12810,33529,11.0
12811,33530,
12812,33531,
12813,33532,
12814,33533,14.0
12815,33534,
12816,33535,8.0
12817,33536,
12818,33537,
12819,33538,
12820,33539,9.0
12821,33540,16.0
12822,33541,
12823,33542,
12824,33543,
12825,33544,
12826,33545,
12827,33546,
12828,33547,
12829,33548,
12830,33549,
12831,33550,11.0
12832,33551,
12833,33552,
12834,33553,
12835,33554,8.0
12836,33555,6.0
12837,34001,
12838,34002,
12839,34003,22.0
12840,34004,
12841,34005,
12842,34006,
12843,34007,
12844,34008,
12845,34009,
12846,34010,15.0
12847,34011,
12848,34012,
12849,34013,
12850,34014,
12851,34015,
12852,34016,
12853,34017,
12854,34018,
12855,34019,
12856,34020,
12857,34021,
12858,34022,9.0
12859,34023,14.0
12860,34024,8.0
12861,34025,15.0
12862,34026,
12863,34027,
12864,34028,25.0
12865,34029,
12866,34030,
12867,34031,19.0
12868,34032,34.0
12869,34033,
12870,34034,
12871,34035,
12872,34036,
12873,34037,13.0
12874,34038,
12875,34039,
12876,34040,
12877,34041,
12878,34042,
12879,34043,
12880,34044,
12881,34045,
12882,34046,
12883,34047,
12884,34048,
12885,34049,
12886,34050,
12887,34051,13.0
12888,34052,18.0
12889,34053,
12890,34054,
12891,34055,
12892,34056,
12893,34057,12.0
12894,34058,8.0
12895,34059,
12896,34060,
12897,34061,
12898,34062,
12899,34063,18.0
12900,34064,
12901,34065,
12902,34066,
12903,34067,
12904,34068,
12905,34069,17.0
12906,34070,
12907,34071,
12908,34072,
12909,34073,14.0
12910,34074,20.0
12911,34075,
12912,34076,
12913,34077,7.0
12914,34078,
12915,34079,23.0
12916,34080,
12917,34081,13.0
12918,34082,
12919,34083,
12920,34084,
12921,34085,
12922,34086,
12923,34087,10.0
12924,34088,13.0
12925,34089,
12926,34090,9.0
12927,34091,
12928,34092,
12929,34093,
12930,34094,
12931,34095,9.0
12932,34096,
12933,34097,
12934,34098,
12935,34099,
12936,34100,
12937,34101,17.0
12938,34102,
12939,34103,
12940,34104,
12941,34105,
12942,34106,
12943,34107,
12944,34108,15.0
12945,34109,
12946,34110,
12947,34111,28.0
12948,34112,
12949,34113,13.0
12950,34114,16.0
12951,34115,
12952,34116,15.0
12953,34117,
12954,34118,
12955,34119,
12956,34120,9.0
12957,34121,
12958,34122,
12959,34123,14.0
12960,34124,
12961,34125,
12962,34126,17.0
12963,34127,10.0
12964,34128,
12965,34129,9.0
12966,34130,
12967,34131,
12968,34132,
12969,34133,
12970,34134,11.0
12971,34135,16.0
12972,34136,
12973,34137,
12974,34138,
12975,34139,
12976,34140,11.0
12977,34141,
12978,34142,28.0
12979,34143,14.0
12980,34144,
12981,34145,23.0
12982,34146,15.0
12983,34147,15.0
12984,34148,17.0
12985,34149,
12986,34150,21.0
12987,34151,17.0
12988,34152,
12989,34153,
12990,34154,11.0
12991,34155,13.0
12992,34156,
12993,34157,18.0
12994,34158,
12995,34159,10.0
12996,34160,
12997,34161,14.0
12998,34162,28.0
12999,34163,11.0
13000,34164,
13001,34165,11.0
13002,34166,15.0
13003,34167,
13004,34168,
13005,34169,6.0
13006,34170,
13007,34171,
13008,34172,26.0
13009,34173,
13010,34174,
13011,34175,
13012,34176,8.0
13013,34177,
13014,34178,18.0
13015,34179,
13016,34180,
13017,34181,
13018,34182,
13019,34183,16.0
13020,34184,
13021,34185,
13022,34186,
13023,34187,
13024,34188,
13025,34189,
13026,34190,
13027,34191,
13028,34192,16.0
13029,34193,
13030,34194,17.0
13031,34195,
13032,34196,
13033,34197,
13034,34198,10.0
13035,34199,28.0
13036,34200,
13037,34201,
13038,34202,10.0
13039,34203,
13040,34204,
13041,34205,
13042,34206,
13043,34207,16.0
13044,34208,
13045,34209,14.0
13046,34210,17.0
13047,34211,
13048,34212,
13049,34213,12.0
13050,34214,
13051,34215,
13052,34216,
13053,34217,8.0
13054,34218,
13055,34219,
13056,34220,
13057,34221,
13058,34222,
13059,34223,
13060,34224,
13061,34225,19.0
13062,34226,
13063,34227,
13064,34228,
13065,34229,
13066,34230,
13067,34231,
13068,34232,
13069,34233,
13070,34234,
13071,34235,
13072,34236,
13073,34237,16.0
13074,34238,
13075,34239,16.0
13076,34240,8.0
13077,34241,
13078,34242,
13079,34243,
13080,34244,10.0
13081,34245,
13082,34246,
13083,34247,5.0
13084,34248,
13085,34249,
13086,34250,
13087,34251,
13088,34252,
13089,34253,
13090,34254,
13091,34255,6.0
13092,34256,
13093,34257,
13094,34258,
13095,34259,10.0
13096,34260,
13097,34261,
13098,34262,
13099,34263,
13100,34264,
13101,34265,
13102,34266,
13103,34267,
13104,34268,
13105,34269,
13106,34270,10.0
13107,34271,
13108,34272,10.0
13109,34273,
13110,34274,8.0
13111,34276,9.0
13112,34277,
13113,34278,
13114,34279,
13115,34280,
13116,34281,16.0
13117,34282,
13118,34283,
13119,34284,
13120,34285,
13121,34286,
13122,34287,
13123,34288,
13124,34289,19.0
13125,34290,
13126,34291,
13127,34292,
13128,34293,
13129,34294,
13130,34295,
13131,34296,
13132,34297,
13133,34298,14.0
13134,34299,17.0
13135,34300,16.0
13136,34301,23.0
13137,34302,
13138,34303,
13139,34304,
13140,34305,
13141,34306,
13142,34307,
13143,34308,
13144,34309,5.0
13145,34310,15.0
13146,34311,
13147,34312,
13148,34313,
13149,34314,
13150,34315,
13151,34316,
13152,34317,
13153,34318,
13154,34319,
13155,34320,
13156,34321,
13157,34322,
13158,34323,
13159,34324,19.0
13160,34325,
13161,34326,
13162,34327,9.0
13163,34328,
13164,34329,14.0
13165,34331,
13166,34332,23.0
13167,34333,11.0
13168,34334,
13169,34335,
13170,34336,19.0
13171,34337,12.0
13172,34338,
13173,34339,
13174,34340,
13175,34341,12.0
13176,34342,
13177,34343,
13178,34344,15.0
13179,35001,6.0
13180,35002,
13181,35003,
13182,35004,13.0
13183,35005,
13184,35006,6.0
13185,35007,
13186,35008,
13187,35009,
13188,35010,
13189,35012,10.0
13190,35013,11.0
13191,35014,
13192,35015,
13193,35016,
13194,35017,
13195,35018,
13196,35019,
13197,35021,
13198,35022,
13199,35023,5.0
13200,35024,7.0
13201,35025,
13202,35026,
13203,35027,
13204,35028,
13205,35029,
13206,35030,
13207,35031,7.0
13208,35032,6.0
13209,35033,6.0
13210,35034,
13211,35035,
13212,35037,6.0
13213,35038,
13214,35039,
13215,35040,8.0
13216,35041,
13217,35042,
13218,35044,
13219,35045,
13220,35046,
13221,35047,9.0
13222,35049,9.0
13223,35050,
13224,35051,6.0
13225,35052,
13226,35054,
13227,35055,11.0
13228,35056,
13229,35057,
13230,35058,
13231,35059,9.0
13232,35060,
13233,35061,
13234,35062,
13235,35063,
13236,35064,
13237,35065,
13238,35066,12.0
13239,35067,
13240,35068,6.0
13241,35069,5.0
13242,35070,
13243,35071,
13244,35072,
13245,35075,
13246,35076,8.0
13247,35077,
13248,35078,
13249,35079,
13250,35080,
13251,35081,
13252,35082,
13253,35084,
13254,35085,11.0
13255,35086,
13256,35087,
13257,35088,10.0
13258,35089,
13259,35090,
13260,35091,
13261,35092,
13262,35093,11.0
13263,35094,
13264,35095,14.0
13265,35096,
13266,35097,
13267,35098,
13268,35099,
13269,35101,
13270,35102,
13271,35103,
13272,35104,
13273,35105,
13274,35106,
13275,35107,
13276,35108,
13277,35109,
13278,35110,
13279,35111,
13280,35112,
13281,35114,
13282,35115,17.0
13283,35116,10.0
13284,35117,
13285,35118,
13286,35119,
13287,35120,7.0
13288,35121,
13289,35122,
13290,35123,6.0
13291,35124,12.0
13292,35125,12.0
13293,35126,6.0
13294,35127,5.0
13295,35128,
13296,35130,
13297,35131,10.0
13298,35132,
13299,35133,6.0
13300,35134,
13301,35135,
13302,35136,7.0
13303,35137,
13304,35138,
13305,35139,5.0
13306,35140,
13307,35141,
13308,35142,
13309,35143,
13310,35144,
13311,35145,
13312,35146,
13313,35148,
13314,35149,
13315,35150,6.0
13316,35151,
13317,35152,6.0
13318,35153,
13319,35154,
13320,35155,
13321,35156,
13322,35157,
13323,35159,
13324,35160,
13325,35161,
13326,35162,13.0
13327,35163,
13328,35164,
13329,35165,
13330,35166,
13331,35167,13.0
13332,35168,11.0
13333,35169,
13334,35170,
13335,35171,
13336,35172,
13337,35173,5.0
13338,35174,
13339,35175,
13340,35176,10.0
13341,35177,5.0
13342,35178,
13343,35179,9.0
13344,35180,
13345,35181,
13346,35183,
13347,35184,8.0
13348,35185,
13349,35186,
13350,35187,
13351,35188,8.0
13352,35189,9.0
13353,35190,
13354,35191,12.0
13355,35192,
13356,35193,
13357,35194,
13358,35195,
13359,35196,8.0
13360,35197,
13361,35198,
13362,35199,
13363,35200,
13364,35201,
13365,35202,
13366,35203,
13367,35204,8.0
13368,35205,
13369,35206,9.0
13370,35207,5.0
13371,35208,8.0
13372,35210,7.0
13373,35211,
13374,35212,
13375,35214,
13376,35215,
13377,35216,
13378,35217,
13379,35218,
13380,35219,11.0
13381,35220,
13382,35221,7.0
13383,35222,
13384,35223,11.0
13385,35224,9.0
13386,35225,
13387,35226,
13388,35227,
13389,35228,9.0
13390,35229,
13391,35230,
13392,35231,
13393,35232,
13394,35233,
13395,35234,
13396,35235,
13397,35236,16.0
13398,35237,
13399,35238,20.0
13400,35239,9.0
13401,35240,10.0
13402,35241,
13403,35242,
13404,35243,
13405,35244,
13406,35245,7.0
13407,35246,
13408,35247,
13409,35248,
13410,35249,
13411,35250,
13412,35251,8.0
13413,35252,
13414,35253,6.0
13415,35255,
13416,35256,11.0
13417,35257,9.0
13418,35258,
13419,35259,
13420,35260,
13421,35261,
13422,35262,
13423,35263,
13424,35264,
13425,35265,9.0
13426,35266,8.0
13427,35268,
13428,35270,
13429,35271,
13430,35272,
13431,35273,
13432,35274,
13433,35275,8.0
13434,35276,
13435,35277,
13436,35278,6.0
13437,35279,
13438,35280,
13439,35281,15.0
13440,35282,
13441,35283,
13442,35284,8.0
13443,35285,
13444,35286,
13445,35287,7.0
13446,35288,13.0
13447,35289,
13448,35290,
13449,35291,
13450,35292,
13451,35294,9.0
13452,35295,
13453,35296,
13454,35297,13.0
13455,35299,9.0
13456,35300,
13457,35302,
13458,35304,
13459,35305,
13460,35306,
13461,35307,
13462,35308,10.0
13463,35309,
13464,35310,
13465,35311,
13466,35312,
13467,35314,
13468,35315,
13469,35316,
13470,35317,
13471,35318,
13472,35319,
13473,35320,
13474,35321,
13475,35322,
13476,35324,
13477,35325,
13478,35326,9.0
13479,35327,
13480,35328,15.0
13481,35329,
13482,35330,
13483,35331,
13484,35332,
13485,35333,
13486,35334,6.0
13487,35335,
13488,35336,
13489,35337,9.0
13490,35338,
13491,35339,
13492,35340,
13493,35342,
13494,35343,
13495,35345,
13496,35346,
13497,35347,
13498,35350,
13499,35351,
13500,35352,8.0
13501,35353,13.0
13502,35354,
13503,35355,
13504,35356,
13505,35357,
13506,35358,
13507,35359,
13508,35360,11.0
13509,35361,
13510,35362,
13511,35363,8.0
13512,36001,
13513,36002,
13514,36003,
13515,36004,
13516,36005,6.0
13517,36006,18.0
13518,36007,
13519,36008,
13520,36009,
13521,36010,
13522,36011,
13523,36012,
13524,36013,
13525,36014,
13526,36015,
13527,36016,
13528,36017,
13529,36018,16.0
13530,36019,
13531,36020,
13532,36021,
13533,36022,
13534,36023,
13535,36024,
13536,36025,
13537,36026,
13538,36027,
13539,36028,
13540,36029,
13541,36030,
13542,36031,14.0
13543,36032,
13544,36033,
13545,36034,12.0
13546,36035,
13547,36036,
13548,36037,
13549,36038,
13550,36040,
13551,36041,
13552,36042,
13553,36043,
13554,36044,21.0
13555,36045,14.0
13556,36046,17.0
13557,36047,
13558,36048,
13559,36049,
13560,36050,
13561,36051,
13562,36052,
13563,36053,
13564,36054,
13565,36055,
13566,36056,
13567,36057,
13568,36058,
13569,36059,
13570,36060,
13571,36061,
13572,36062,
13573,36063,11.0
13574,36064,
13575,36065,
13576,36066,
13577,36067,
13578,36068,
13579,36069,
13580,36070,
13581,36071,
13582,36073,
13583,36074,
13584,36075,
13585,36076,
13586,36077,
13587,36078,
13588,36079,
13589,36080,
13590,36081,
13591,36082,
13592,36083,
13593,36084,
13594,36085,
13595,36086,
13596,36087,
13597,36088,16.0
13598,36089,
13599,36090,
13600,36091,
13601,36092,
13602,36093,13.0
13603,36094,
13604,36095,
13605,36096,
13606,36097,
13607,36098,
13608,36099,
13609,36100,
13610,36101,
13611,36102,
13612,36103,
13613,36104,
13614,36105,
13615,36106,
13616,36107,
13617,36108,
13618,36109,
13619,36110,
13620,36111,
13621,36112,
13622,36113,
13623,36114,
13624,36115,
13625,36116,
13626,36117,
13627,36118,
13628,36119,
13629,36120,
13630,36121,
13631,36122,
13632,36123,
13633,36124,
13634,36125,
13635,36126,
13636,36127,
13637,36128,
13638,36129,
13639,36130,
13640,36131,
13641,36132,
13642,36133,
13643,36134,
13644,36135,
13645,36136,
13646,36137,
13647,36138,
13648,36139,
13649,36140,
13650,36141,
13651,36142,
13652,36143,
13653,36144,
13654,36145,
13655,36146,
13656,36147,
13657,36148,
13658,36149,
13659,36150,
13660,36152,
13661,36153,
13662,36154,
13663,36155,
13664,36156,
13665,36157,
13666,36158,
13667,36159,5.0
13668,36160,
13669,36161,
13670,36162,
13671,36163,
13672,36164,
13673,36165,
13674,36166,
13675,36167,
13676,36168,
13677,36169,
13678,36170,
13679,36171,
13680,36172,
13681,36173,
13682,36174,
13683,36175,
13684,36176,
13685,36177,
13686,36178,
13687,36179,
13688,36180,
13689,36181,
13690,36182,
13691,36184,
13692,36185,
13693,36186,
13694,36187,
13695,36188,
13696,36189,
13697,36190,
13698,36191,
13699,36192,
13700,36193,
13701,36194,
13702,36195,
13703,36196,
13704,36197,
13705,36198,
13706,36199,
13707,36200,
13708,36202,7.0
13709,36203,
13710,36204,
13711,36205,
13712,36207,
13713,36208,
13714,36209,
13715,36210,
13716,36211,
13717,36212,
13718,36213,
13719,36214,
13720,36215,
13721,36216,
13722,36217,
13723,36218,
13724,36219,
13725,36220,
13726,36221,
13727,36222,
13728,36223,
13729,36224,
13730,36225,
13731,36226,
13732,36227,
13733,36228,13.0
13734,36229,
13735,36230,
13736,36231,
13737,36232,
13738,36233,
13739,36234,
13740,36235,
13741,36236,
13742,36237,
13743,36238,
13744,36239,
13745,36240,
13746,36241,12.0
13747,36242,
13748,36243,
13749,36244,
13750,36246,
13751,36247,
13752,36248,
13753,37001,
13754,37002,
13755,37003,15.0
13756,37004,
13757,37005,
13758,37006,
13759,37007,
13760,37008,
13761,37009,
13762,37010,
13763,37011,
13764,37012,
13765,37013,
13766,37014,9.0
13767,37015,
13768,37016,
13769,37018,6.0
13770,37019,
13771,37020,
13772,37021,
13773,37022,
13774,37023,
13775,37024,
13776,37025,
13777,37026,
13778,37027,9.0
13779,37028,
13780,37029,
13781,37030,
13782,37031,13.0
13783,37032,
13784,37033,
13785,37034,
13786,37035,
13787,37036,
13788,37037,
13789,37038,
13790,37039,
13791,37040,
13792,37041,
13793,37042,
13794,37043,
13795,37044,
13796,37045,
13797,37046,
13798,37047,
13799,37048,
13800,37049,
13801,37050,11.0
13802,37051,
13803,37052,
13804,37053,
13805,37054,
13806,37055,
13807,37056,
13808,37057,
13809,37058,
13810,37059,
13811,37060,
13812,37061,
13813,37062,
13814,37063,18.0
13815,37064,
13816,37065,
13817,37066,
13818,37067,
13819,37068,
13820,37069,
13821,37070,
13822,37071,
13823,37072,16.0
13824,37073,
13825,37074,15.0
13826,37075,
13827,37076,
13828,37077,8.0
13829,37078,
13830,37079,
13831,37080,
13832,37081,
13833,37082,
13834,37083,
13835,37084,
13836,37085,
13837,37086,
13838,37087,
13839,37088,
13840,37089,
13841,37090,
13842,37091,
13843,37092,
13844,37093,
13845,37094,
13846,37095,
13847,37096,
13848,37097,
13849,37098,
13850,37099,
13851,37100,
13852,37101,
13853,37103,
13854,37104,6.0
13855,37105,
13856,37106,
13857,37107,
13858,37108,
13859,37109,5.0
13860,37110,
13861,37111,
13862,37112,
13863,37113,
13864,37114,
13865,37115,19.0
13866,37116,
13867,37117,
13868,37118,
13869,37119,
13870,37121,
13871,37122,18.0
13872,37123,11.0
13873,37124,
13874,37125,
13875,37126,
13876,37127,
13877,37128,
13878,37129,
13879,37130,
13880,37131,
13881,37132,16.0
13882,37133,
13883,37134,
13884,37136,
13885,37137,
13886,37138,
13887,37139,6.0
13888,37140,
13889,37141,
13890,37142,
13891,37143,
13892,37144,
13893,37145,
13894,37146,
13895,37147,
13896,37148,
13897,37149,
13898,37150,
13899,37151,
13900,37152,
13901,37153,5.0
13902,37154,6.0
13903,37155,
13904,37156,8.0
13905,37157,
13906,37158,
13907,37159,6.0
13908,37160,
13909,37161,
13910,37162,
13911,37163,10.0
13912,37165,
13913,37166,
13914,37167,
13915,37168,
13916,37169,
13917,37170,
13918,37171,
13919,37172,
13920,37173,
13921,37174,
13922,37175,
13923,37176,
13924,37177,
13925,37178,
13926,37179,
13927,37180,
13928,37181,
13929,37182,
13930,37183,
13931,37184,
13932,37185,
13933,37186,
13934,37187,
13935,37188,
13936,37189,
13937,37190,
13938,37191,
13939,37192,
13940,37193,
13941,37194,
13942,37195,19.0
13943,37196,
13944,37197,
13945,37198,
13946,37199,
13947,37200,
13948,37201,
13949,37202,
13950,37203,8.0
13951,37204,
13952,37205,
13953,37206,
13954,37207,
13955,37208,7.0
13956,37210,
13957,37211,
13958,37212,
13959,37213,
13960,37214,8.0
13961,37216,
13962,37217,
13963,37218,
13964,37219,
13965,37220,
13966,37221,
13967,37222,
13968,37223,
13969,37224,
13970,37225,8.0
13971,37226,13.0
13972,37228,
13973,37229,
13974,37230,
13975,37231,
13976,37232,
13977,37233,23.0
13978,37234,
13979,37236,
13980,37237,
13981,37238,
13982,37240,
13983,37241,
13984,37242,
13985,37243,
13986,37244,
13987,37245,
13988,37246,
13989,37247,
13990,37248,
13991,37249,
13992,37250,
13993,37251,
13994,37252,
13995,37253,
13996,37254,
13997,37255,
13998,37256,
13999,37257,
14000,37258,
14001,37259,
14002,37260,
14003,37261,20.0
14004,37262,
14005,37263,
14006,37264,
14007,37265,
14008,37266,5.0
14009,37267,5.0
14010,37268,
14011,37269,
14012,37270,8.0
14013,37271,
14014,37272,
14015,37273,8.0
14016,37274,
14017,37275,
14018,37276,
14019,37277,
14020,37278,
14021,37279,
14022,37280,
14023,37281,7.0
14024,37282,
14025,38001,12.0
14026,38002,
14027,38003,
14028,38004,
14029,38005,
14030,38006,10.0
14031,38008,
14032,38009,
14033,38010,
14034,38011,
14035,38012,13.0
14036,38013,
14037,38015,
14038,38017,
14039,38018,
14040,38019,
14041,38020,
14042,38022,9.0
14043,38023,
14044,38026,
14045,38027,
14046,38029,
14047,38030,
14048,38031,
14049,38032,
14050,38033,
14051,38034,17.0
14052,38035,
14053,38036,
14054,38037,
14055,38038,
14056,38039,
14057,38040,
14058,38041,
14059,38042,
14060,38043,
14061,38044,
14062,38045,
14063,38046,
14064,38047,
14065,38048,
14066,38049,
14067,38050,
14068,38051,
14069,38052,10.0
14070,38053,19.0
14071,38054,
14072,38055,
14073,38056,
14074,38057,
14075,38058,11.0
14076,38059,
14077,38060,
14078,38061,
14079,38062,
14080,38063,
14081,38064,
14082,38065,
14083,38066,
14084,38067,
14085,38068,
14086,38069,
14087,38070,
14088,38071,
14089,38072,11.0
14090,38073,
14091,38074,
14092,38075,
14093,38076,
14094,38077,
14095,38078,
14096,38080,
14097,38081,
14098,38082,
14099,38083,
14100,38084,
14101,38085,10.0
14102,38086,
14103,38087,14.0
14104,38089,
14105,38090,
14106,38091,
14107,38092,
14108,38093,
14109,38094,
14110,38095,9.0
14111,38097,12.0
14112,38098,
14113,38099,
14114,38100,
14115,38101,
14116,38102,
14117,38103,
14118,38104,
14119,38105,
14120,38106,
14121,38107,
14122,38108,
14123,38109,
14124,38110,
14125,38111,5.0
14126,38112,
14127,38113,
14128,38114,
14129,38115,
14130,38116,
14131,38117,
14132,38118,
14133,38120,
14134,38124,
14135,38126,
14136,38127,
14137,38128,
14138,38129,
14139,38130,16.0
14140,38131,
14141,38132,
