CODGEO,Taux_chomage,taux_sans_diplome,taux_maison_princ,taux_loc_princ,taux_inactifs,TP6020,pop_tot
02095,31.73,39.39,82.85,49.47,22.81,37.0,5778
02110,17.09,31.5,72.17,35.37,14.19,21.0,2258
02163,15.29,27.68,66.65,39.58,15.2,17.0,2626
02168,22.63,31.57,37.43,58.66,17.31,24.0,15618
02173,25.43,27.65,62.53,50.74,19.95,27.0,11843
02243,17.26,27.0,69.96,39.11,17.64,16.0,2995
02290,11.62,23.43,85.75,22.19,14.24,9.0,2797
02305,25.09,34.8,64.43,44.37,16.05,22.0,3022
02334,20.47,31.52,77.76,35.97,20.01,20.0,3015
02340,15.65,26.08,81.72,33.7,16.94,16.0,5283
02360,9.84,20.52,86.64,25.66,13.05,9.0,2815
02361,28.85,36.07,66.2,48.82,19.22,28.0,4628
02381,30.46,33.89,70.24,50.46,20.73,33.0,8874
02408,25.45,28.41,42.17,63.21,21.44,29.0,24738
02468,29.7,32.92,79.08,45.06,17.44,27.0,2250
02555,14.49,28.23,76.93,23.86,14.94,14.0,2140
02558,23.23,39.55,76.6,42.03,17.64,22.0,2556
02684,21.18,34.54,87.19,32.11,20.4,23.0,3339
02691,24.48,29.52,51.37,55.83,19.8,27.0,54347
02719,12.22,23.37,94.82,20.91,16.67,11.0,2054
02722,26.3,31.41,32.34,64.9,18.6,28.0,29543
02738,25.13,28.2,73.83,47.9,19.49,24.0,13694
02758,15.54,29.58,79.79,35.34,14.02,14.0,2054
02789,24.61,31.34,64.17,54.1,19.58,27.0,2695
02805,19.11,22.65,61.47,41.4,18.24,22.0,2591
02810,18.47,32.73,47.03,51.14,15.29,16.0,10803
03001,10.36,16.22,92.74,16.32,12.83,11.0,2961
03013,8.8,20.12,76.36,31.01,15.71,9.0,4109
03023,14.89,22.46,71.48,30.94,14.21,15.0,9080
03036,12.07,28.46,79.08,25.86,14.19,15.0,2635
03082,18.18,30.64,66.07,35.6,17.52,18.0,6285
03084,10.89,32.19,85.6,24.42,13.71,13.0,2060
03094,8.74,16.24,96.14,15.68,14.8,7.0,3385
03095,17.23,24.74,58.4,39.66,16.71,19.0,13154
03098,12.98,22.35,86.33,24.79,15.53,12.0,4565
03101,11.82,19.94,89.44,18.23,14.94,11.0,8871
03102,14.93,36.44,78.9,33.59,15.74,14.0,3062
03118,15.18,26.24,77.64,36.73,14.69,16.0,6012
03128,9.64,17.72,94.08,17.93,14.92,10.0,2688
03138,14.16,36.2,72.44,37.12,13.05,17.0,3210
03185,19.57,22.2,45.45,44.65,16.44,23.0,34868
03190,18.38,24.02,30.53,57.96,17.35,22.0,19997
03195,10.84,18.59,87.14,18.4,15.86,12.0,2686
03236,13.25,29.55,82.46,29.88,16.28,17.0,3723
03254,16.19,31.8,73.56,36.64,15.63,15.0,5221
03264,12.1,27.52,78.94,27.4,15.14,14.0,2610
03298,15.02,30.06,72.5,36.98,17.51,16.0,3713
03310,22.37,23.89,25.2,51.68,17.79,22.0,25680
03321,11.79,23.11,78.89,28.82,17.28,10.0,13224
04019,10.87,16.9,29.51,47.63,13.1,18.0,2760
04049,18.13,22.3,68.12,37.78,16.0,16.0,5172
04070,15.03,20.57,38.23,47.46,20.52,19.0,17804
04088,18.55,19.42,60.98,40.09,15.9,19.0,5210
04094,15.2,20.33,66.21,37.55,14.56,14.0,2825
04112,17.08,20.12,44.02,48.42,15.7,21.0,23689
04116,17.29,23.93,86.74,37.86,14.27,16.0,3813
04143,14.54,23.03,76.57,35.81,13.87,12.0,6035
04149,10.85,17.91,79.95,25.18,14.81,13.0,2847
04152,9.71,11.08,91.11,20.45,13.82,8.0,4070
04197,18.48,20.33,73.94,35.76,14.62,16.0,3559
04209,15.99,21.56,48.01,47.06,15.3,19.0,7910
04230,12.0,14.89,85.12,25.93,13.53,16.0,3224
04242,11.16,15.6,91.37,27.74,13.51,10.0,4439
04245,14.19,18.52,77.08,31.84,14.42,10.0,3283
05006,8.71,21.76,55.32,35.29,14.17,16.0,2324
05017,9.96,12.31,77.95,33.2,13.88,8.0,2649
05023,7.98,17.84,23.95,43.04,15.43,15.0,11095
05040,10.92,18.8,62.67,33.7,14.57,11.0,3156
05046,10.98,18.45,35.37,38.23,15.23,15.0,6781
05061,12.93,15.77,35.37,44.21,15.5,14.0,41528
05065,6.97,16.11,49.02,34.46,13.05,14.0,2374
05070,15.35,24.79,51.39,41.49,15.77,16.0,3631
05132,7.67,11.77,71.09,24.73,14.87,14.0,2146
05179,13.46,20.1,57.04,35.54,16.14,17.0,3378
06004,13.61,18.16,17.12,41.57,13.42,14.0,75779
06007,8.51,12.57,82.46,16.58,11.91,8.0,3243
06010,10.24,20.15,72.95,18.55,13.57,11.0,2989
06011,12.73,15.08,9.52,47.88,13.62,17.0,3788
06012,9.22,28.36,7.82,52.94,14.43,20.0,13280
06018,9.22,10.87,62.25,31.45,17.56,8.0,9926
06027,12.34,18.61,24.63,36.25,12.79,13.0,52575
06029,17.58,23.71,9.26,51.78,15.5,21.0,73159
06030,14.38,20.57,15.13,37.65,14.52,17.0,42524
06032,10.42,16.56,13.2,58.94,14.7,12.0,4585
06033,13.59,20.32,42.74,36.17,15.18,13.0,13010
06038,6.95,16.64,75.14,20.03,14.38,9.0,3750
06044,10.9,14.01,74.73,21.94,13.65,10.0,8208
06048,9.19,18.02,68.48,22.88,12.76,10.0,7612
06054,14.83,24.22,53.16,29.96,16.55,15.0,5195
06057,9.82,19.18,45.69,29.33,16.05,13.0,2580
06059,9.74,12.73,55.87,23.94,16.59,11.0,2259
06064,8.95,16.67,82.85,21.7,14.23,8.0,4272
06065,8.63,12.34,88.09,14.86,13.25,7.0,7225
06069,14.58,20.54,35.81,40.04,15.29,15.0,49607
06075,9.75,14.37,77.15,17.56,15.23,9.0,5011
06079,13.92,17.39,19.92,39.19,11.67,13.0,22067
06083,13.81,21.65,13.5,40.11,13.69,17.0,31163
06084,10.32,15.54,54.57,34.75,11.91,9.0,10397
06085,10.7,14.96,55.4,29.64,12.65,11.0,20626
06088,15.01,18.59,7.43,48.33,17.53,21.0,346376
06089,8.73,8.42,86.74,14.95,15.29,8.0,2452
06090,11.12,16.46,59.35,28.52,12.03,9.0,8047
06091,9.98,21.02,69.39,20.56,12.6,14.0,2386
06095,10.29,15.53,69.53,23.13,12.58,9.0,8400
06104,10.57,17.79,16.55,38.72,12.23,14.0,13162
06105,10.24,9.69,88.94,13.93,14.2,7.0,7476
06108,10.28,16.19,75.55,26.67,12.31,7.0,5509
06112,10.31,11.39,83.72,18.97,14.84,7.0,4219
06114,9.0,19.89,32.29,45.99,17.19,16.0,5722
06118,9.95,13.56,85.54,16.65,14.25,11.0,4028
06122,9.36,13.62,82.06,18.3,14.95,9.0,4431
06123,11.41,18.19,17.97,40.6,12.3,12.0,30333
06126,8.83,18.08,53.6,37.36,12.32,9.0,3162
06128,9.18,14.29,79.97,18.26,14.38,12.0,3247
06130,11.19,14.13,78.17,26.19,13.22,9.0,3775
06136,11.04,18.34,55.18,21.62,13.42,15.0,3879
06140,9.61,12.41,91.37,12.85,14.98,9.0,3123
06147,9.57,18.35,75.01,23.01,15.04,8.0,4921
06148,10.64,10.8,83.05,19.89,13.83,11.0,4164
06149,10.0,22.09,39.03,31.96,14.25,13.0,10155
06150,8.17,13.82,60.07,24.86,13.42,11.0,3052
06152,10.45,11.32,46.94,35.13,20.31,10.0,13665
06155,16.24,23.6,27.1,42.68,14.72,18.0,28168
06157,11.88,16.95,42.99,31.38,13.83,16.0,19585
06159,9.24,16.9,25.9,32.42,11.76,14.0,5037
06161,11.09,13.49,32.44,31.07,12.14,11.0,16588
07010,20.15,26.3,35.51,47.09,18.6,22.0,16962
07019,22.74,22.28,40.25,47.47,16.18,24.0,13177
07041,10.57,22.18,82.27,24.22,12.93,10.0,2390
07042,18.42,26.2,56.94,35.54,16.82,21.0,7353
07055,6.58,15.23,83.17,23.56,13.06,8.0,3120
07064,12.98,27.46,56.11,29.57,14.94,12.0,3004
07066,8.06,16.25,81.74,18.98,15.05,8.0,3178
07076,13.03,20.75,74.09,32.41,16.04,13.0,3135
07078,11.45,21.87,74.73,23.81,14.95,7.0,3223
07102,10.23,17.3,38.13,33.03,12.56,8.0,11154
07129,11.47,28.06,65.76,29.97,14.51,16.0,2401
07138,14.2,21.45,89.36,23.09,15.11,11.0,2280
07181,18.25,34.88,59.61,43.09,16.83,19.0,2916
07186,16.69,22.81,36.06,47.89,19.61,19.0,8826
07191,15.1,18.77,78.68,24.17,15.17,10.0,2336
07201,21.54,31.08,69.85,33.88,15.56,13.0,2303
07204,7.68,28.82,72.15,20.89,16.11,15.0,2409
07231,14.51,17.89,91.27,22.05,13.69,11.0,2963
07281,8.77,15.32,75.88,23.87,13.56,7.0,7754
07308,10.28,21.03,78.0,24.49,12.76,10.0,2277
07319,20.06,26.48,56.03,43.73,16.74,22.0,9051
07324,15.39,19.99,46.06,38.65,14.88,16.0,11421
07330,27.08,21.28,77.05,33.0,12.85,19.0,2474
07331,22.75,29.01,49.93,41.07,15.7,20.0,3561
07334,22.73,21.69,62.29,36.91,15.18,25.0,2710
07341,12.87,25.84,76.01,27.8,13.9,15.0,3135
07346,14.11,22.06,77.95,23.6,13.75,14.0,3731
07349,15.22,28.13,51.4,43.69,14.52,17.0,4885
08053,13.58,19.63,80.74,22.59,20.72,10.0,2587
08081,22.84,35.33,78.3,37.7,18.83,25.0,5082
08090,21.43,31.54,68.04,41.55,15.59,21.0,2919
08105,23.31,26.9,34.72,59.23,19.81,27.0,47433
08145,15.2,24.88,83.51,40.53,16.58,15.0,2221
08174,16.68,20.7,92.46,18.94,15.93,12.0,2347
08185,25.13,40.11,76.18,36.69,17.41,24.0,3228
08190,21.34,29.28,57.98,47.7,16.34,23.0,6487
08302,21.21,27.97,76.9,39.22,16.98,21.0,2268
08311,17.72,26.9,74.4,35.76,14.69,17.0,2266
08327,14.69,22.65,78.92,48.68,16.6,14.0,2277
08328,24.31,31.61,71.16,42.76,20.03,25.0,5702
08362,19.13,28.13,49.88,55.58,16.62,22.0,7739
08363,26.5,32.49,75.32,36.38,19.05,24.0,5947
08367,19.45,30.42,80.2,31.06,18.35,22.0,2295
08409,27.96,31.92,34.21,61.99,20.66,30.0,16730
08480,15.55,21.62,79.97,32.01,16.91,13.0,3653
08488,14.61,29.02,74.43,35.88,21.08,23.0,2984
08490,17.48,35.4,61.37,38.32,16.89,20.0,4305
08491,20.91,29.32,71.66,35.07,19.08,19.0,3608
09122,18.08,17.28,54.52,43.12,17.67,20.0,9841
09157,18.88,32.54,84.11,29.57,17.31,21.0,2435
09160,29.35,35.45,73.94,36.09,18.01,25.0,6177
09167,9.07,24.7,88.45,25.22,12.48,13.0,2400
09185,11.49,20.53,84.5,35.77,11.44,11.0,3955
09194,17.22,22.41,74.08,36.91,15.67,18.0,3236
09225,17.39,23.62,55.87,48.62,16.56,22.0,16421
09261,18.8,21.44,59.26,41.05,16.1,20.0,6812
09265,12.47,21.33,85.34,25.58,13.36,10.0,2914
09282,13.44,18.68,78.1,32.6,14.84,14.0,4966
09306,22.36,29.91,56.59,42.43,18.07,23.0,3044
09312,10.18,15.69,94.26,25.79,13.18,9.0,3303
09324,12.11,18.8,82.24,33.32,14.44,12.0,3552
10003,19.9,28.27,86.79,31.2,15.22,17.0,3576
10006,17.8,30.99,70.39,40.57,14.57,17.0,2845
10033,22.68,31.62,51.01,51.54,16.06,23.0,4968
10034,18.95,38.86,56.66,51.66,17.29,22.0,3128
10060,11.7,18.75,77.01,27.78,14.07,10.0,2989
10064,19.01,34.39,64.85,44.54,20.91,19.0,2779
10081,29.08,41.54,34.59,64.31,18.02,35.0,12411
10265,19.36,30.8,45.16,58.63,16.99,21.0,3311
10268,19.86,30.02,55.38,54.79,15.16,19.0,6062
10297,18.93,27.32,60.89,49.2,14.44,20.0,5237
10321,10.07,18.9,91.55,22.95,15.19,6.0,3687
10323,26.58,32.92,69.03,45.01,16.12,29.0,14959
10325,11.04,13.29,69.32,29.58,24.05,7.0,4961
10333,15.71,21.65,49.62,41.97,15.94,16.0,12880
10343,15.45,22.39,63.68,37.08,16.5,13.0,6883
10357,11.89,25.43,88.21,21.17,13.78,8.0,3227
10362,16.98,22.73,46.77,46.56,14.91,14.0,10847
10387,24.05,24.74,21.38,66.1,20.73,28.0,63708
10401,26.66,38.82,70.12,43.51,14.62,20.0,2358
10420,19.23,33.89,79.92,32.12,27.66,18.0,2729
11049,16.13,26.85,87.78,34.21,14.73,16.0,3304
11069,21.97,21.45,53.57,48.13,17.3,26.0,47854
11076,14.26,21.69,57.76,46.1,16.89,20.0,12978
11099,13.82,23.12,91.45,22.29,14.43,12.0,2641
11106,17.63,19.93,79.5,28.45,16.16,19.0,5880
11116,19.0,26.57,85.23,26.79,17.95,21.0,4115
11145,21.24,23.05,80.1,23.21,16.07,16.0,3773
11170,18.22,16.83,60.64,27.24,14.97,17.0,5215
11202,22.28,21.4,59.3,30.98,14.29,16.0,4635
11203,20.56,29.34,75.43,43.06,20.57,23.0,11338
11206,18.57,28.34,68.25,38.84,17.96,21.0,10681
11258,12.74,15.13,96.99,18.3,12.32,12.0,2088
11262,21.16,20.81,41.81,52.15,17.81,24.0,57320
11266,21.96,26.67,59.96,41.72,16.12,21.0,5975
11269,15.29,21.51,89.47,27.09,14.22,17.0,2605
11272,12.32,12.15,96.7,15.25,15.95,8.0,2567
11279,14.05,24.32,91.19,22.48,17.44,12.0,2764
11304,23.46,30.89,72.26,33.89,18.18,25.0,3237
11369,16.72,18.01,88.82,24.5,13.69,15.0,3082
11370,13.84,13.24,93.28,18.56,12.66,12.0,3327
11379,19.33,22.94,83.48,28.65,16.63,18.0,5640
11397,19.32,24.05,79.15,40.05,17.95,22.0,5560
11429,11.69,14.01,92.79,19.52,13.95,10.0,4583
11441,10.33,14.31,85.13,24.57,13.82,10.0,2716
12013,16.2,26.84,84.1,18.65,18.1,18.0,3777
12033,7.16,20.12,79.29,21.96,11.45,8.0,3037
12052,11.98,23.43,72.97,29.89,13.1,13.0,4516
12056,7.81,19.97,72.5,26.49,12.06,9.0,3259
12089,21.95,28.98,49.48,42.92,17.78,22.0,5408
12096,6.47,22.36,56.26,26.8,12.1,10.0,4798
12100,11.11,21.68,80.12,20.86,15.29,14.0,2427
12133,5.95,15.0,72.33,24.71,11.71,7.0,6126
12145,13.72,19.93,46.77,38.03,15.45,16.0,22178
12176,9.59,16.3,50.02,36.35,15.5,15.0,12371
12202,12.0,13.63,19.22,50.65,19.86,15.0,26266
12208,11.48,23.2,57.95,32.34,14.15,15.0,8651
12270,9.23,22.18,82.75,21.18,14.11,13.0,4198
12300,16.31,28.26,60.26,36.51,16.42,19.0,12195
13001,12.61,11.7,22.23,51.34,21.1,14.0,150358
13002,9.44,15.18,74.0,22.18,14.26,7.0,21769
13003,10.49,15.51,86.4,23.47,15.79,9.0,2762
13004,15.63,24.39,57.62,43.78,20.04,24.0,51691
13005,14.33,19.99,38.66,47.4,16.53,15.0,47640
13007,9.33,15.17,70.71,26.72,15.73,8.0,12834
13010,11.21,17.62,79.01,27.27,11.82,11.0,4367
13014,16.74,33.09,51.01,46.42,16.96,18.0,13903
13015,8.53,14.92,77.38,22.78,14.72,6.0,15257
13016,8.96,13.85,84.59,16.66,16.98,7.0,6398
13018,14.18,26.0,80.13,25.87,14.03,18.0,4530
13019,7.58,9.29,85.79,18.28,13.53,5.0,10332
13021,9.24,12.37,62.01,22.04,13.34,6.0,5831
13022,11.36,16.1,38.21,35.76,12.41,11.0,6889
13023,8.72,12.86,83.73,21.17,14.3,8.0,4912
13024,11.74,21.22,81.84,29.45,13.33,11.0,2691
13026,12.93,21.24,58.82,37.91,13.16,12.0,17883
13027,14.26,26.6,63.05,42.4,14.88,17.0,16454
13028,13.54,19.13,31.94,45.84,16.16,14.0,36812
13030,11.04,14.77,73.62,28.81,16.18,10.0,5434
13031,9.68,17.26,70.52,20.17,15.65,6.0,3848
13032,8.34,10.01,76.88,27.25,14.58,6.0,8222
13033,9.49,14.04,86.97,18.32,16.87,6.0,5836
13035,9.84,12.31,80.51,28.4,14.45,10.0,7014
13036,12.24,24.13,82.23,26.23,14.84,13.0,4550
13037,9.91,15.08,75.7,27.8,11.84,7.0,8906
13038,10.67,17.57,83.61,25.48,13.54,11.0,3599
13039,13.32,17.9,70.72,35.15,15.91,10.0,15685
13040,7.78,11.17,78.97,20.82,14.87,7.0,10351
13041,12.15,20.4,48.31,44.52,16.96,13.0,21850
13042,9.89,12.92,78.27,22.86,14.2,7.0,6827
13043,11.99,19.49,75.72,26.05,15.92,12.0,9990
13044,9.45,14.2,77.92,29.39,12.59,7.0,5286
13045,9.17,15.81,77.67,28.86,12.79,13.0,4929
13046,9.12,16.12,77.77,25.94,14.17,7.0,4361
13047,12.23,17.21,52.66,42.9,16.08,13.0,45119
13048,10.24,15.07,81.08,23.38,15.78,9.0,4537
13050,10.27,12.54,69.67,32.19,13.15,10.0,10273
13051,9.52,15.45,82.93,20.81,14.65,8.0,9175
13052,9.52,17.24,84.03,28.53,11.55,11.0,2738
13053,11.68,18.64,78.31,27.96,13.86,11.0,6346
13054,14.38,23.58,44.17,35.21,16.02,18.0,32735
13055,16.9,21.28,15.98,53.1,20.69,25.0,876602
13056,15.57,23.53,38.64,49.7,16.72,17.0,49037
13058,11.35,19.5,79.12,29.76,12.07,13.0,2445
13059,12.19,17.23,68.34,36.28,15.01,12.0,3906
13060,8.99,14.0,80.31,26.94,15.46,7.0,5874
13062,9.12,13.32,94.63,13.48,15.69,6.0,4232
13063,16.13,27.77,47.06,55.37,18.27,20.0,26807
13064,9.33,20.09,89.93,24.29,13.61,9.0,2691
13065,11.35,19.13,90.2,26.13,14.79,12.0,3447
13066,11.07,18.64,78.32,31.71,12.61,12.0,5893
13067,11.96,24.18,79.62,27.08,16.66,23.0,2786
13069,8.53,12.73,77.75,23.11,13.75,8.0,10827
13070,13.23,22.18,58.06,34.41,16.96,10.0,6574
13071,8.78,17.42,75.74,21.3,14.89,8.0,22174
13072,8.25,8.45,82.04,20.34,14.16,7.0,3641
13073,9.3,15.76,83.79,16.72,15.51,6.0,5681
13074,12.99,20.81,67.32,27.92,14.18,10.0,5217
13075,9.2,19.32,56.4,25.56,15.95,7.0,11612
13076,12.22,23.36,89.3,26.57,16.03,11.0,3611
13077,20.31,32.18,41.47,50.49,18.95,22.0,16422
13078,17.6,31.08,43.41,55.31,19.11,20.0,8447
13080,13.46,22.4,76.79,26.73,16.07,10.0,5980
13081,10.2,15.57,71.26,29.27,15.5,9.0,12239
13082,13.29,13.06,85.82,21.84,15.58,9.0,4740
13083,11.42,19.27,77.12,36.12,12.85,10.0,4094
13084,11.45,21.69,65.79,36.01,16.35,14.0,5534
13085,11.48,16.76,72.21,27.77,13.82,9.0,6004
13086,10.21,12.87,69.68,28.18,15.01,9.0,8691
13087,11.14,13.58,59.99,38.21,14.36,9.0,5117
13088,8.01,17.57,75.52,26.88,13.88,9.0,5240
13089,10.61,21.86,73.02,32.3,13.07,15.0,3451
13091,10.87,13.3,79.12,23.95,13.24,8.0,5761
13092,13.02,17.11,63.02,34.6,15.67,11.0,8752
13096,23.59,28.24,64.45,35.33,15.65,21.0,2145
13097,10.73,20.34,72.11,36.21,13.7,11.0,13661
13098,11.57,15.78,86.83,20.54,13.51,8.0,5929
13100,14.15,23.53,75.24,31.64,13.19,17.0,9888
13101,8.71,11.15,77.82,20.59,13.45,6.0,3540
13102,15.57,23.31,75.54,33.45,16.02,13.0,6660
13103,14.95,19.85,37.54,48.79,16.04,16.0,45595
13104,9.84,14.21,63.23,25.41,14.59,7.0,7688
13105,13.15,23.72,74.31,38.53,13.66,14.0,6966
13106,14.8,24.25,57.51,29.78,15.64,15.0,11434
13107,8.52,13.23,79.4,22.6,14.4,6.0,6042
13108,22.49,30.89,57.43,46.1,22.14,29.0,15639
13110,12.82,18.09,71.61,32.34,14.72,10.0,10680
13112,10.73,14.58,81.81,19.62,14.72,6.0,8729
13113,9.63,9.98,71.1,27.45,13.14,6.0,8597
13114,8.81,7.15,91.97,14.81,12.9,6.0,5519
13117,14.59,20.71,45.55,41.52,17.58,16.0,34814
13119,11.91,17.14,57.92,31.71,15.71,9.0,6706
14020,12.89,23.76,88.35,37.58,14.65,10.0,3829
14027,11.41,26.13,76.37,31.66,13.15,12.0,4659
14047,17.16,29.35,41.77,55.62,15.08,15.0,12966
14061,10.71,30.73,98.21,23.82,13.39,12.0,8995
14068,7.86,12.46,87.18,23.88,13.01,6.0,3733
14076,13.45,20.77,55.07,54.86,15.04,11.0,5836
14098,6.78,15.48,94.94,15.54,13.27,6.0,6212
14101,9.75,12.6,76.22,31.91,14.08,7.0,4140
14117,19.72,26.76,49.24,44.92,13.81,14.0,3541
14118,17.98,14.94,16.71,61.73,25.55,19.0,109401
14137,8.65,19.56,78.82,37.21,14.38,9.0,3165
14143,12.2,36.14,90.45,27.67,15.31,13.0,2420
14167,19.61,27.79,57.49,60.29,15.94,19.0,7064
14174,17.85,35.58,69.73,36.41,16.25,16.0,6605
14181,10.7,23.4,82.45,35.28,17.45,8.0,5136
14191,15.34,24.29,49.4,37.06,14.69,10.0,4237
14220,16.54,23.68,34.63,48.19,14.89,13.0,3615
14221,10.18,22.11,87.75,31.48,16.87,7.0,3104
14225,16.42,30.57,70.15,53.41,17.06,18.0,5403
14228,9.8,14.61,75.53,34.12,16.13,8.0,5278
14229,9.7,29.76,82.04,39.35,12.55,10.0,2335
14258,16.12,29.08,47.77,54.39,15.5,18.0,8083
14271,16.16,22.43,54.29,53.31,14.0,14.0,5051
14301,13.74,23.75,85.52,45.59,16.09,11.0,4929
14327,19.67,19.04,20.24,66.31,20.59,24.0,22388
14333,17.15,25.37,48.38,62.66,15.16,18.0,6933
14341,14.91,20.84,61.34,49.64,16.52,13.0,12123
14342,14.16,43.73,82.48,40.2,15.68,16.0,3630
14366,21.81,30.34,32.25,64.17,17.34,22.0,20366
14370,12.48,34.72,88.41,35.86,16.45,12.0,3069
14371,13.02,26.24,90.74,30.66,14.71,17.0,6294
14384,12.59,20.02,83.15,25.86,16.53,8.0,3301
14409,9.6,17.14,76.64,30.8,13.44,9.0,2228
14431,12.63,26.26,89.84,32.73,14.92,13.0,9734
14437,13.51,20.53,50.49,49.21,15.43,12.0,10285
14456,9.53,18.07,95.2,31.48,13.14,10.0,3390
14488,12.86,19.91,64.05,39.63,15.53,11.0,9558
14514,12.23,28.95,60.66,50.13,11.94,13.0,4862
14516,10.24,27.04,90.33,32.28,13.71,14.0,2092
14536,11.37,19.03,68.39,41.36,13.13,8.0,2596
14562,11.77,14.52,77.9,31.17,15.36,8.0,2198
14570,10.11,24.14,98.65,10.72,12.84,10.0,2559
14587,15.58,15.88,65.85,60.92,17.93,18.0,2450
14654,12.8,29.55,82.21,30.8,15.9,14.0,7665
14658,10.29,30.11,97.56,24.13,14.56,15.0,4413
14689,10.64,18.95,80.94,31.1,12.76,13.0,3647
14699,14.88,24.36,48.88,56.59,15.23,15.0,3807
14715,17.15,29.72,45.25,47.98,13.67,17.0,4689
14726,10.42,27.74,96.42,26.2,13.62,14.0,5839
14738,9.97,16.27,78.77,29.62,15.28,6.0,3710
14752,12.32,31.69,69.56,48.86,12.42,11.0,3187
14754,15.39,25.54,46.28,34.49,11.21,13.0,2559
14762,11.58,32.17,63.6,40.42,16.75,14.0,17784
15012,5.93,16.28,75.43,22.95,13.62,8.0,6509
15014,13.6,19.94,31.37,43.73,17.35,15.0,26973
15120,9.6,27.87,61.18,32.96,15.87,14.0,3701
15162,8.97,31.69,68.93,29.1,14.31,12.0,2494
15187,11.73,21.59,47.55,41.71,14.78,13.0,6992
15267,7.36,17.41,94.66,12.6,14.11,5.0,4436
16015,22.19,18.89,43.82,56.87,17.91,23.0,43079
16028,13.81,27.54,71.62,41.45,15.29,18.0,4924
16061,7.32,12.05,98.6,14.04,13.2,7.0,4302
16078,8.72,14.22,98.35,13.71,14.43,6.0,5271
16085,12.13,22.91,86.24,34.01,13.28,17.0,3381
16089,11.2,28.45,86.36,27.26,14.34,9.0,3831
16090,13.95,27.18,82.93,27.45,13.53,13.0,3603
16102,16.72,21.85,61.63,45.35,15.33,17.0,19030
16106,17.05,30.54,81.08,25.96,14.43,18.0,2873
16113,17.91,21.84,67.24,44.72,21.23,15.0,8000
16138,10.0,17.22,92.43,22.89,12.39,8.0,3970
16154,16.11,22.0,79.71,38.56,14.79,14.0,6116
16166,14.72,19.94,80.95,34.95,14.61,12.0,5751
16167,16.54,28.87,79.84,33.54,14.38,12.0,4580
16192,13.32,34.43,92.14,21.66,15.9,18.0,3971
16199,9.5,15.98,94.35,19.85,12.65,8.0,3286
16230,16.99,29.12,90.49,28.08,18.4,18.0,2604
16244,13.09,20.18,80.62,31.9,14.91,14.0,2367
16281,15.87,27.37,76.74,35.59,16.52,14.0,4113
16286,12.12,28.4,88.59,22.39,14.86,14.0,2983
16287,9.55,17.91,96.12,15.4,13.66,7.0,4363
16291,12.09,17.66,84.14,30.37,14.18,11.0,7559
16292,23.08,32.18,73.06,42.0,18.28,22.0,3520
16341,14.29,24.46,66.88,39.28,12.37,15.0,3263
16358,11.34,16.19,91.92,31.42,14.36,10.0,7740
16374,22.87,24.67,56.18,54.94,17.77,29.0,10278
16393,12.9,17.24,96.19,17.39,12.76,12.0,2197
17003,9.34,19.47,94.41,22.52,13.68,8.0,4417
17010,11.79,14.38,87.58,27.26,15.23,8.0,4163
17021,14.83,30.6,92.92,19.64,16.08,12.0,3746
17028,16.32,19.55,58.04,44.24,16.34,11.0,9545
17051,12.23,19.74,92.1,24.27,15.73,9.0,2310
17058,15.53,27.14,89.22,22.81,15.77,14.0,3644
17064,14.62,19.04,95.36,15.36,15.7,10.0,3095
17086,10.17,16.34,96.84,20.7,13.81,10.0,3667
17093,13.17,19.59,89.76,30.26,13.43,11.0,4391
17094,15.53,19.15,80.16,30.33,14.9,9.0,6118
17131,15.85,29.17,87.48,25.52,13.17,13.0,2188
17140,14.01,19.24,91.4,26.78,14.41,11.0,3208
17142,8.45,14.5,92.35,18.06,13.57,5.0,5950
17146,10.79,16.05,92.83,22.35,12.12,8.0,3616
17155,14.79,21.44,93.63,18.6,14.06,10.0,2710
17161,12.75,19.06,90.36,36.14,16.18,10.0,2951
17168,16.18,19.87,87.07,25.26,15.04,9.0,4069
17172,16.31,30.33,86.15,28.45,13.66,14.0,2982
17194,8.71,13.73,96.01,17.18,13.32,6.0,3446
17197,19.63,23.93,65.17,44.78,15.72,20.0,3766
17200,10.28,14.9,85.46,23.35,14.73,6.0,7350
17218,14.57,26.74,80.26,29.1,14.58,13.0,4584
17219,18.11,25.78,82.99,31.18,15.24,14.0,6304
17222,8.33,11.32,95.88,22.8,13.48,7.0,3284
17224,15.31,31.29,86.88,30.01,17.15,18.0,2257
17225,14.78,17.42,89.24,21.49,13.96,9.0,2210
17228,13.62,21.29,93.74,14.47,13.07,10.0,3084
17230,15.99,20.87,90.87,17.8,15.49,10.0,3201
17240,17.34,28.89,84.5,35.26,15.49,20.0,3274
17264,12.55,15.48,92.1,22.89,15.03,7.0,5957
17274,11.83,12.62,74.46,38.34,13.32,7.0,8932
17283,18.53,27.4,73.0,38.11,15.92,16.0,4456
17291,10.52,16.62,75.76,32.23,13.9,7.0,6786
17297,14.97,14.02,92.04,29.72,14.02,8.0,2365
17299,21.13,22.7,51.5,49.63,16.63,19.0,24042
17300,19.1,14.79,34.02,56.9,21.02,17.0,79323
17306,19.08,22.38,51.32,38.98,13.16,14.0,19174
17308,10.98,14.2,95.23,16.41,15.59,8.0,2798
17333,20.15,23.43,80.07,24.34,13.67,11.0,5356
17337,20.62,26.84,91.89,25.92,13.98,15.0,3900
